ID;species;basisOfRecord;Latitude;Longitude
21937;Dicranella howei Renauld & Cardot ;PRESERVED_SPECIMEN;38.673016;-9.232273
22095;Fissidens viridulus (Sw. ex anon.) Wahlenb.;PRESERVED_SPECIMEN;38.673016;-9.232273
22159;Microbryum starckeanum (Hedw.) R.H.Zander;PRESERVED_SPECIMEN;38.673016;-9.232273
22360;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;38.673016;-9.232273
76888;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;HUMAN_OBSERVATION;42.76531985;-9.117126462
20690;Didymodon ferrugineus (Schimp. ex Besch.) M.O.Hill ;PRESERVED_SPECIMEN;42.75416667;-9.1125
13074;Tortella squarrosa (Brid.) Limpr.;PRESERVED_SPECIMEN;42.75416667;-9.1125
15947;Tortella squarrosa (Brid.) Limpr.;PRESERVED_SPECIMEN;42.75416667;-9.1125
16449;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;42.75416667;-9.1125
20582;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;42.75416667;-9.1125
10828;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;42.75416667;-9.1125
72776;Pleuridium acuminatum Lindb. ;HUMAN_OBSERVATION;42.74531087;-9.082591662
72323;Imbribryum alpinum (Huds. ex With.) N.Pedersen;HUMAN_OBSERVATION;42.74531087;-9.082591662
72325;Ptychostomum rubens (Mitt.) Holyoak & N. Pedersen;HUMAN_OBSERVATION;42.74531087;-9.082591662
72324;Ptychostomum torquescens (Bruch & Schimp.) Ros & Mazimpaka;HUMAN_OBSERVATION;42.74531087;-9.082591662
72345;Campylopus introflexus (Hedw.) Brid. ;HUMAN_OBSERVATION;42.74531087;-9.082591662
72344;Ceratodon purpureus (Hedw.) Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72321;Ditrichum subulatum Hampe ;HUMAN_OBSERVATION;42.74531087;-9.082591662
72343;Funaria hygrometrica Hedw.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72960;Grimmia trichophylla Grev. ;HUMAN_OBSERVATION;42.74531087;-9.082591662
72975;Pseudephemerum nitidum (Hedw.) Loeske;HUMAN_OBSERVATION;42.74531087;-9.082591662
73250;Sphagnum auriculatum Schimp.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73146;Syntrichia laevipila Brid. ;HUMAN_OBSERVATION;42.74531087;-9.082591662
73147;Syntrichia laevipila Brid. ;HUMAN_OBSERVATION;42.74531087;-9.082591662
73148;Tortula muralis Hedw.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73149;Tortula vahliana (Schultz) Mont.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73253;Trichostomum brachydontium Bruch;HUMAN_OBSERVATION;42.74531087;-9.082591662
73252;Weissia controversa Hedw.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73254;Weissia controversa Hedw.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73150;Zygodon rupestris Schimp. ex Lorentz;HUMAN_OBSERVATION;42.74531087;-9.082591662
73151;Zygodon viridissimus (Dicks.) Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72320;Campylopus pilifer Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72786;Nogopterium gracile (Hedw.) Crosby & W.R. Buck;HUMAN_OBSERVATION;42.74531087;-9.082591662
72106;Grimmia laevigata (Brid.) Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72784;Nogopterium gracile (Hedw.) Crosby & W.R. Buck;HUMAN_OBSERVATION;42.74531087;-9.082591662
72790;Racomitrium heterostichum (Hedw.) Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
73142;Tortella flavovirens (Bruch) Broth.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72105;Grimmia laevigata (Brid.) Brid.;HUMAN_OBSERVATION;42.74531087;-9.082591662
72763;Grimmia lisae De Not.;HUMAN_OBSERVATION;42.74531087;-9.082591662
1949;Grimmia trichophylla Grev. ;PRESERVED_SPECIMEN;39.62916667;-9.079166667
21281;Fissidens viridulus (Sw. ex anon.) Wahlenb.;PRESERVED_SPECIMEN;38.664432;-9.076589
21943;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;PRESERVED_SPECIMEN;38.664432;-9.076589
21512;Tortula acaulon (With.) R.H. Zander;PRESERVED_SPECIMEN;38.664432;-9.076589
21977;Tortula acaulon var. pilifera (Hedw.) R.H. Zander;PRESERVED_SPECIMEN;38.664432;-9.076589
21337;Tortula lindbergii Broth.;PRESERVED_SPECIMEN;38.664432;-9.076589
73982;Aloina rigida (Hedw.) Limpr.;PRESERVED_SPECIMEN;37.0225;-8.9966667
79112;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;37.0225;-8.9966667
19151;Dicranella howei Renauld & Cardot ;PRESERVED_SPECIMEN;37.07;-8.97
69094;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;38.7583333;-8.9622222
73464;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;38.4897222;-8.9005556
69986;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;42.56127925;-8.882690496
68748;Tortella squarrosa (Brid.) Limpr.;PRESERVED_SPECIMEN;41.90117013;-8.87421884
68818;Tortella squarrosa (Brid.) Limpr.;PRESERVED_SPECIMEN;41.90117013;-8.87421884
76457;Acaulon muticum (Hedw.) Müll.Hal.;PRESERVED_SPECIMEN;41.90117013;-8.87421884
76461;Weissia wimmeriana (Sendtn.) Bruch & Schimp.;PRESERVED_SPECIMEN;41.90117013;-8.87421884
3487;Racomitrium heterostichum (Hedw.) Brid.;PRESERVED_SPECIMEN;41.82083333;-8.870833333
66866;Campylopus flexuosus (Hedw.) Brid.;PRESERVED_SPECIMEN;41.8477778;-8.865
78291;Campylopus flexuosus (Hedw.) Brid.;PRESERVED_SPECIMEN;41.8477778;-8.865
78289;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;41.8477778;-8.865
66867;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;41.8477778;-8.865
67855;Gyroweisia reflexa (Brid.) Schimp.;PRESERVED_SPECIMEN;41.8477778;-8.865
78288;Gyroweisia reflexa (Brid.) Schimp.;PRESERVED_SPECIMEN;41.8477778;-8.865
77499;Rhynchostegium confertum (Dicks.) Schimp.;PRESERVED_SPECIMEN;41.8477778;-8.865
68080;Hyocomium armoricum (Brid.) Wijk & Margad.;PRESERVED_SPECIMEN;41.8477778;-8.865
67599;Fissidens polyphyllus Wilson ex Bruch & Schimp.;PRESERVED_SPECIMEN;41.8477778;-8.865
28108;Sematophyllum substrumulosum (Hampe) E.Britton;PRESERVED_SPECIMEN;41.867778;-8.861667
21648;Dicranoweisia cirrata (Hedw.) Lindb. ;PRESERVED_SPECIMEN;41.876723;-8.836347
22455;Dicranoweisia cirrata (Hedw.) Lindb. ;PRESERVED_SPECIMEN;41.876723;-8.836347
73778;Rhynchostegium riparioides (Hedw.) Cardot;PRESERVED_SPECIMEN;41.8766667;-8.8361111
66760;Tortula muralis Hedw.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66761;Tortula muralis Hedw.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66708;Bryum radiculosum Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66739;Bryum radiculosum Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66804;Campylopus brevipilus Bruch & Schimp.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66807;Campylopus brevipilus Bruch & Schimp.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66892;Campylopus flexuosus (Hedw.) Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66902;Campylopus pilifer Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
67430;Kindbergia praelonga (Hedw.) Ochyra;PRESERVED_SPECIMEN;42.65198057;-8.818353433
69497;Scorpiurium circinatum (Bruch) M.Fleisch. & Loeske ;PRESERVED_SPECIMEN;42.65198057;-8.818353433
66205;Tortula marginata (Bruch & Schimp.) Spruce;PRESERVED_SPECIMEN;42.65198057;-8.818353433
69823;Tortula muralis var. aestiva Brid. ex Hedw.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
69975;Tortula muralis Hedw.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
69857;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;42.65198057;-8.818353433
70003;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;42.65198057;-8.818353433
70024;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;42.65198057;-8.818353433
70061;Zygodon viridissimus (Dicks.) Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
70063;Zygodon viridissimus (Dicks.) Brid.;PRESERVED_SPECIMEN;42.65198057;-8.818353433
69855;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;42.65198057;-8.818353433
67102;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;42.51547459;-8.814658997
67439;Fissidens adianthoides Hedw. ;PRESERVED_SPECIMEN;42.51547459;-8.814658997
67592;Fissidens adianthoides Hedw. ;PRESERVED_SPECIMEN;42.51547459;-8.814658997
68373;Leptodon smithii (Hedw.) F.Weber & D.Mohr ;PRESERVED_SPECIMEN;42.51547459;-8.814658997
66184;Pseudocrossidium revolutum (Brid.) R.H.Zander;PRESERVED_SPECIMEN;42.51547459;-8.814658997
69193;Pylaisia polyantha (Hedw.) Schimp.;PRESERVED_SPECIMEN;42.51547459;-8.814658997
69667;Tortella nitida (Lindb.) Broth.;PRESERVED_SPECIMEN;42.51547459;-8.814658997
69802;Tortella nitida (Lindb.) Broth.;PRESERVED_SPECIMEN;42.51547459;-8.814658997
69851;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;42.51547459;-8.814658997
69995;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;42.51547459;-8.814658997
66175;Anomobryum julaceum (Schrad. ex P.Gaertn. et al.) Schimp.;PRESERVED_SPECIMEN;42.11828667;-8.810729702
66370;Barbula unguiculata Hedw. ;PRESERVED_SPECIMEN;42.11828667;-8.810729702
68281;Warnstorfia fluitans (Hedw.) Loeske;PRESERVED_SPECIMEN;42.11828667;-8.810729702
66895;Campylopus subulatus Schimp. ex Milde;PRESERVED_SPECIMEN;42.40028441;-8.806674828
68723;Orthotrichum diaphanum Schrad. ex Brid.;PRESERVED_SPECIMEN;42.40028441;-8.806674828
76733;Gyroweisia tenuis (Hedw.) Schimp. ;PRESERVED_SPECIMEN;41.5175;-8.7869444
78324;Gymnostomum viridulum Brid.;PRESERVED_SPECIMEN;41.5175;-8.7869444
665;Campylopus pilifer Brid.;PRESERVED_SPECIMEN;40.560001;-8.76
4738;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;40.560001;-8.76
2294;Hypnum cupressiforme var. lacunosum Brid.;PRESERVED_SPECIMEN;40.65416667;-8.745833333
3471;Racomitrium aquaticum (Brid. ex Schrad.) Brid. ;PRESERVED_SPECIMEN;42.35416667;-8.745833333
75320;Tortella flavovirens (Bruch) Broth.;PRESERVED_SPECIMEN;40.6413889;-8.7458333
19721;Didymodon tophaceus (Brid.) Lisa;PRESERVED_SPECIMEN;40.6883;-8.6883
76456;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;HUMAN_OBSERVATION;43.29583333;-8.679166667
76496;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;43.29583333;-8.679166667
76451;Sphagnum cuspidatum Ehrh. ex Hoffm.;PRESERVED_SPECIMEN;42.28378165;-8.608908311
77530;Dicranella howei Renauld & Cardot ;PRESERVED_SPECIMEN;37.1297222;-8.5941667
76748;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;HUMAN_OBSERVATION;43.31207131;-8.553408013
78420;Philonotis rigida Brid.;PRESERVED_SPECIMEN;43.70838982;-7.98375488
78421;Tortula vahliana (Schultz) Mont.;PRESERVED_SPECIMEN;43.70838982;-7.98375488
78472;Weissia brachycarpa (Nees & Hornsch.) Jur.;PRESERVED_SPECIMEN;43.70838982;-7.98375488
78464;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.70838982;-7.98375488
78456;Ptychomitrium polyphyllum (Dicks. ex Sw.) Bruch & Schimp.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78507;Fissidens adianthoides Hedw. ;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78450;Tortella tortuosa (Hedw.) Limpr. ;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78409;Gymnostomum aeruginosum Sm.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78485;Exsertotheca crispa (Hedw.) S. Olsson, Enroth & D. Quandt;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78451;Hookeria lucens (Hedw.) Sm.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78436;Plagiothecium nemorale (Mitt.) A.Jaeger ;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78504;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78505;Kindbergia praelonga (Hedw.) Ochyra;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78493;Homalothecium sericeum (Hedw.) Schimp.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78511;Racomitrium affine (Schleich. ex F.Weber & D.Mohr) Lindb. ;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78491;Weissia controversa Hedw.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78430;Loeskeobryum brevirostre (Brid.) M.Fleisch.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78465;Eurhynchium striatum (Hedw.) Schimp.;PRESERVED_SPECIMEN;43.77252114;-7.86938458
78405;Oxyrrhynchium hians (Hedw.) Loeske;PRESERVED_SPECIMEN;43.77252114;-7.86938458
15187;Dendrocryphaea lamyana (Mont.) P.Rao;PRESERVED_SPECIMEN;43.72083333;-7.804166667
27647;Weissia perssonii Kindb.;HUMAN_OBSERVATION;43.72916667;-7.795833333
70593;Calliergonella cuspidata (Hedw.) Loeske;PRESERVED_SPECIMEN;43.52757398;-7.03005089
71432;Sphagnum compactum Lam. & DC. ;PRESERVED_SPECIMEN;43.52757398;-7.03005089
15674;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;37.0375;-6.620833333
6939;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;37.0375;-6.620833333
73600;Epipterygium tozeri (Grev.) Lindb.;PRESERVED_SPECIMEN;37.00848426;-6.56140188
79025;Epipterygium tozeri (Grev.) Lindb.;PRESERVED_SPECIMEN;37.00848426;-6.56140188
71962;Epipterygium tozeri (Grev.) Lindb.;HUMAN_OBSERVATION;37.00769084;-6.551880438
16320;Zygodon rupestris Schimp. ex Lorentz;PRESERVED_SPECIMEN;36.97083333;-6.5125
6333;Zygodon rupestris Schimp. ex Lorentz;PRESERVED_SPECIMEN;36.97083333;-6.5125
10500;Fissidens polyphyllus Wilson ex Bruch & Schimp.;PRESERVED_SPECIMEN;43.549999;-6.49
653;Campylopus pilifer Brid.;PRESERVED_SPECIMEN;43.57;-6.47
647;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.57;-6.47
69391;Scorpidium scorpioides (Hedw.) Limpr.;PRESERVED_SPECIMEN;36.73790677;-6.44220215
6332;Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.;PRESERVED_SPECIMEN;36.84583333;-6.4125
15696;Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.;PRESERVED_SPECIMEN;36.84583333;-6.4125
27980;Homalothecium aureum (Spruce) H.Rob. ;PRESERVED_SPECIMEN;36.528536;-6.296496
57885;Isothecium holtii Kindb.;PRESERVED_SPECIMEN;36.528536;-6.296496
57886;Pseudotaxiphyllum laetevirens (Dixon & Luisier ex F.Koppe & Düll) Hedenäs;PRESERVED_SPECIMEN;36.528536;-6.296496
69999;Tortula pallida (Lindb.) R.H.Zander;PRESERVED_SPECIMEN;36.49583333;-6.270833333
70011;Tortula pallida (Lindb.) R.H.Zander;PRESERVED_SPECIMEN;36.49583333;-6.270833333
76579;Leucobryum juniperoideum (Brid.) Müll.Hal.;PRESERVED_SPECIMEN;43.49172562;-6.09655114
76587;Fontinalis hypnoides C. Hartm.;PRESERVED_SPECIMEN;43.49172562;-6.09655114
76516;Campylopus brevipilus Bruch & Schimp.;PRESERVED_SPECIMEN;43.64971952;-5.857421164
71813;Campylopus brevipilus Bruch & Schimp.;HUMAN_OBSERVATION;43.64971952;-5.857421164
71822;Campylopus introflexus (Hedw.) Brid. ;HUMAN_OBSERVATION;43.64971952;-5.857421164
73311;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.64971952;-5.857421164
79055;Campylopus brevipilus Bruch & Schimp.;PRESERVED_SPECIMEN;43.64971952;-5.857421164
79058;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.64971952;-5.857421164
643;Campylopus brevipilus Bruch & Schimp.;PRESERVED_SPECIMEN;43.650002;-5.85
649;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.650002;-5.85
4312;Sphagnum subsecundum Nees ;PRESERVED_SPECIMEN;43.650002;-5.85
9729;Campylopus atrovirens De Not.;PRESERVED_SPECIMEN;43.650002;-5.85
10235;Fissidens serrulatus Brid.;PRESERVED_SPECIMEN;43.650002;-5.85
4614;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;43.650002;-5.85
4281;Sphagnum tenellum (Brid.) Pers. ex Brid.;PRESERVED_SPECIMEN;43.650002;-5.85
73862;Herzogiella striatella (Brid.) Z.Iwats.;PRESERVED_SPECIMEN;43.57568367;-5.697998572
6858;Neckera cephalonica Jur. & Unger;PRESERVED_SPECIMEN;36.05416667;-5.654166667
1244;Entosthodon obtusus (Hedw.) Lindb.;PRESERVED_SPECIMEN;36.05416667;-5.4625
10456;Entosthodon obtusus (Hedw.) Lindb.;PRESERVED_SPECIMEN;36.05416667;-5.4625
650;Campylopus introflexus (Hedw.) Brid. ;PRESERVED_SPECIMEN;43.459999;-4.97
27663;Weissia perssonii Kindb.;HUMAN_OBSERVATION;43.4625;-4.929166667
78641;Timmiella barbuloides (Brid.) Mönk.;PRESERVED_SPECIMEN;36.50963847;-4.88406637
73700;Timmiella barbuloides (Brid.) Mönk.;PRESERVED_SPECIMEN;36.50963847;-4.88406637
73708;Timmiella barbuloides (Brid.) Mönk.;PRESERVED_SPECIMEN;36.50963847;-4.88406637
74025;Syntrichia fragilis (Taylor) Ochyra;PRESERVED_SPECIMEN;36.50963847;-4.88406637
76560;Hyocomium armoricum (Brid.) Wijk & Margad.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70835;Fissidens polyphyllus Wilson ex Bruch & Schimp.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
71019;Hyocomium armoricum (Brid.) Wijk & Margad.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70836;Fissidens taxifolius Hedw. ;PRESERVED_SPECIMEN;43.42236986;-4.75450323
71017;Hookeria lucens (Hedw.) Sm.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70504;Kindbergia praelonga (Hedw.) Ochyra;PRESERVED_SPECIMEN;43.42236986;-4.75450323
71329;Pseudoscleropodium purum (Hedw.) M.Fleisch. ;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70529;Cinclidotus fontinaloides (Hedw.) P.Beauv.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70530;Cinclidotus fontinaloides (Hedw.) P.Beauv.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
73798;Sphagnum cuspidatum Ehrh. ex Hoffm.;PRESERVED_SPECIMEN;43.42236986;-4.75450323
70667;Cratoneuron filicinum (Hedw.) Spruce;PRESERVED_SPECIMEN;43.40490755;-4.699096967
70839;Fontinalis antipyretica Hedw.;PRESERVED_SPECIMEN;43.40490755;-4.699096967
71229;Rhynchostegium riparioides (Hedw.) Cardot;PRESERVED_SPECIMEN;43.40490755;-4.699096967
70874;Sphagnum cuspidatum Ehrh. ex Hoffm.;PRESERVED_SPECIMEN;43.39692092;-4.6368663
78428;Homalothecium lutescens (Hedw.) H.Rob.;PRESERVED_SPECIMEN;36.74456935;-4.04299213
77528;Dicranella howei Renauld & Cardot ;PRESERVED_SPECIMEN;43.4916987;-3.785216
17435;Barbula unguiculata Hedw. ;PRESERVED_SPECIMEN;36.7375;-3.7625
21045;Homalothecium lutescens (Hedw.) H.Rob.;PRESERVED_SPECIMEN;43.46;-3.73
77272;Gymnostomum aeruginosum Sm.;PRESERVED_SPECIMEN;36.73441423;-3.69091622
77270;Gymnostomum calcareum Nees & Hornsch. ;PRESERVED_SPECIMEN;36.73441423;-3.69091622
77267;Timmiella barbuloides (Brid.) Mönk.;PRESERVED_SPECIMEN;36.73441423;-3.69091622
422;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;43.439999;-3.46
1713;Grimmia pulvinata (Hedw.) Sm.;PRESERVED_SPECIMEN;43.439999;-3.46
4480;Tortella nitida (Lindb.) Broth.;PRESERVED_SPECIMEN;43.439999;-3.46
4713;Tortula muralis Hedw.;PRESERVED_SPECIMEN;43.439999;-3.46
4612;Trichostomum crispulum Bruch;PRESERVED_SPECIMEN;43.439999;-3.46
6934;Tortella flavovirens (Bruch) Broth.;PRESERVED_SPECIMEN;36.689999;-2.78
16699;Tortella flavovirens (Bruch) Broth.;PRESERVED_SPECIMEN;36.6875;-2.770833333
76739;Acaulon triquetrum (Spruce) Müll.Hal.;PRESERVED_SPECIMEN;36.83892362;-2.46413188
76762;Gigaspermum mouretii Corb.;PRESERVED_SPECIMEN;36.83892362;-2.46413188
66606;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;36.85285594;-2.35625809
65643;Homalia lusitanica Schimp. ;PRESERVED_SPECIMEN;43.29583333;-2.320833333
71959;Funariella curviseta (Schwägr.) Sérgio;HUMAN_OBSERVATION;36.78160886;-2.24366317
67654;Gigaspermum mouretii Corb.;PRESERVED_SPECIMEN;36.78160886;-2.24366317
73938;Fissidens viridulus (Sw. ex anon.) Wahlenb.;PRESERVED_SPECIMEN;36.78160886;-2.24366317
72261;Gigaspermum mouretii Corb.;HUMAN_OBSERVATION;36.77707673;-2.241685361
72908;Tortula acaulon (With.) R.H. Zander;HUMAN_OBSERVATION;36.77707673;-2.241685361
20074;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;36.733;-2.199
20168;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;36.733;-2.199
20169;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;36.733;-2.199
20810;Funariella curviseta (Schwägr.) Sérgio;PRESERVED_SPECIMEN;36.73;-2.19
10166;Funariella curviseta (Schwägr.) Sérgio;PRESERVED_SPECIMEN;36.73;-2.19
15212;Funariella curviseta (Schwägr.) Sérgio;PRESERVED_SPECIMEN;36.73;-2.19
18210;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;36.72916667;-2.1875
19596;Dicranella howei Renauld & Cardot ;PRESERVED_SPECIMEN;36.72916667;-2.1875
19636;Didymodon australasiae (Hook. & Grev.) R.H.Zander;PRESERVED_SPECIMEN;36.72916667;-2.1875
20065;Didymodon insulanus (De Not.) M.O.Hill;PRESERVED_SPECIMEN;36.72916667;-2.1875
20092;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;36.72916667;-2.1875
20097;Didymodon luridus Hornsch.;PRESERVED_SPECIMEN;36.72916667;-2.1875
20029;Didymodon rigidulus Hedw.;PRESERVED_SPECIMEN;36.72916667;-2.1875
20098;Didymodon rigidulus Hedw.;PRESERVED_SPECIMEN;36.72916667;-2.1875
17405;Aschisma cuynetii (Bizot & R.B.Pierrot) J.Guerra & M.J.Cano;PRESERVED_SPECIMEN;36.72916667;-2.1875
65836;Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.;PRESERVED_SPECIMEN;36.72916667;-2.1875
20672;Tortula acaulon var. retortifolia (J. Guerra & Ros) R.H. Zander;PRESERVED_SPECIMEN;36.72916667;-2.1875
15960;Tortula acaulon var. retortifolia (J. Guerra & Ros) R.H. Zander;PRESERVED_SPECIMEN;36.72916667;-2.1875
27596;Acaulon fontiquerianum Casas & Sérgio;HUMAN_OBSERVATION;36.73;-2.16
27641;Tortula guepinii (Bruch & Schimp.) Broth. ;HUMAN_OBSERVATION;36.73;-2.16
16340;Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;PRESERVED_SPECIMEN;43.290001;-2.16
6410;Syntrichia ruralis var. ruraliformis (Besch.) Delogne;PRESERVED_SPECIMEN;43.290001;-2.16
18178;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;36.732;-2.154
15685;Hookeria lucens (Hedw.) Sm.;PRESERVED_SPECIMEN;43.35;-1.89
16751;Aloina rigida (Hedw.) Limpr.;PRESERVED_SPECIMEN;37.5757;-1.2098
67304;Entosthodon hungaricus (Boros) Loeske;PRESERVED_SPECIMEN;37.60017342;-0.98210494
76515;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;37.60017342;-0.98210494
76511;Aloina aloides (Koch ex Schultz) Kindb.;PRESERVED_SPECIMEN;37.60017342;-0.98210494
5693;Didymodon vinealis (Brid.) R.H.Zander ;PRESERVED_SPECIMEN;37.89;-0.75
6005;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;PRESERVED_SPECIMEN;37.89;-0.75
6254;Trichostomum brachydontium Bruch;PRESERVED_SPECIMEN;37.89;-0.75
62111;Aloina aloides (Koch ex Schultz) Kindb.;UNKNOWN;37.89;-0.75
62381;Barbula unguiculata Hedw. ;UNKNOWN;37.89;-0.75
63484;Bryum dichotomum Hedw.;UNKNOWN;37.89;-0.75
62585;Didymodon luridus Hornsch.;UNKNOWN;37.89;-0.75
62607;Didymodon rigidulus Hedw.;UNKNOWN;37.89;-0.75
62652;Didymodon vinealis (Brid.) R.H.Zander ;UNKNOWN;37.89;-0.75
62430;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;UNKNOWN;37.89;-0.75
62808;Trichostomum brachydontium Bruch;UNKNOWN;37.89;-0.75
73462;Bryum dichotomum Hedw.;PRESERVED_SPECIMEN;37.69012493;-0.738587022
4875;Acaulon triquetrum (Spruce) Müll.Hal.;PRESERVED_SPECIMEN;37.66;-0.738
5313;Acaulon triquetrum (Spruce) Müll.Hal.;PRESERVED_SPECIMEN;37.66;-0.738
17282;Aloina ambigua (Bruch & Schimp.) Limpr.;PRESERVED_SPECIMEN;37.66;-0.738
18969;Crossidium laevipilum Thér. & Trab.;PRESERVED_SPECIMEN;37.66;-0.738
62098;Aloina aloides (Koch ex Schultz) Kindb.;UNKNOWN;38.35416667;-0.404166667
62361;Barbula unguiculata Hedw. ;UNKNOWN;38.35416667;-0.404166667
63483;Bryum dichotomum Hedw.;UNKNOWN;38.35416667;-0.404166667
62219;Crossidium crassinervium (De Not.) Jur.;UNKNOWN;38.35416667;-0.404166667
62248;Crossidium laevipilum Thér. & Trab.;UNKNOWN;38.35416667;-0.404166667
62440;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;UNKNOWN;38.35416667;-0.404166667
61596;Barbula unguiculata Hedw. ;HUMAN_OBSERVATION;38.52916667;-0.104166667
61598;Bryum dichotomum Hedw.;HUMAN_OBSERVATION;38.52916667;-0.104166667
61599;Crossidium squamiferum (Viv.) Jur.;HUMAN_OBSERVATION;38.52916667;-0.104166667
